created_at,favorite_count,text,in_reply_to_screen_name,location,quote_count,reply_count,retweet_count,username
Wed Nov 01 05:30:14 +0000 2023,0,@luc4sykes Lah skripsi gajadi dihapus?,luc4sykes,,0,1,0,hyloveyouuu
Tue Oct 31 08:48:11 +0000 2023,0,@zaskibukan kalo menurutku pribadi sih aku sangat setuju yaa karena setiap orang memiliki potensi nya sendiri jadi skripsi mungkin bisa dijadikan salah satu opsi kelulusan namun tidak sepenuhnya dihapus. Finanda Putri Arindra /21043010219,zaskibukan,,0,0,0,finandaap
Tue Oct 31 07:46:38 +0000 2023,1,@annisazafanas_ Setuju aja tetapi kalau skripsi dihapus perlu di pertimbangkan lagi dampaknya bakal kayak gimana karena skripsi kalau di hapus akan menimbulkan hal yang baru untuk angkatan yang mengalami pembaruan tersebut.,annisazafanas_,"Sidoarjo, Indonesia",0,0,0,Andri67890941
Tue Oct 31 07:01:57 +0000 2023,0,@annisazafanas_ sbnernya setuju sii dengan adanya skripsi dihapus apalagi ada penggantinya yaitu tugas akhir ya semisal seperti itu gapapa yg penting diganti oleh tugas akhir atau project yg lebih bermanfaat bagi masyarakat sekitar. tanpa mengurangi nilai pendidikan di Indonesia.,annisazafanas_,,0,0,0,rzkcw20
Tue Oct 31 07:01:33 +0000 2023,0,@annisazafanas_ Menurutku kalo skripsi dihapus harus dikaji terlebih dahulu sih dan harus ada pengganti yang setara atau lebih dari yang sebelumnya karena selama ini skripsi menjadi tolak ukur mahasiswa layak atau tidak dalam mendapatkan gelar yang sesuai dengan jurusannya.,annisazafanas_,,0,0,0,_ericraynaldo
Tue Oct 31 06:52:26 +0000 2023,0,@annisazafanas_ sebenernya oke sih kebijakan ini poinnya kan bukan skripsi dihapus tapi ada pengganti yang bisa jadi opsi buat kelulusan. bisa menguntungkan juga sebenernya dari sisi mahasiswa karena jadi lebih bisa tunjukin kemampuan mereka lewat project atau opsi2 pengganti lainnya,annisazafanas_,,0,0,0,tiaraaputrii11
Tue Oct 31 06:49:17 +0000 2023,0,@annisazafanas_ Saya pribadi merasa fine jika skripsi dihapus dan diganti tugas akhir sesuai keilmuan nya masing². Hanya saja ada sesuatu yang mengganjal dan rasanya seperti mengirimkan tentara tanpa senjata ke medan perang mengingat kemampuan menulis di Indonesia masih rendah,annisazafanas_,"Sidoarjo, Indonesia",0,0,0,achmddhany
Tue Oct 31 06:05:18 +0000 2023,0,@annisazafanas_ Kalau skripsi dihapus prodi atau fakultas harus rencanain form pengganti skripsi dan standar kelulusannyang adil buat setiap mahasiswa si. Kalo nama doang yang ganti si sama aja ya,annisazafanas_,Indonesia,0,0,0,pastachiooo
Tue Oct 31 05:08:44 +0000 2023,1,@annisazafanas_ Bener-bener merdeka belajar yaaa ;) melihat bagaimana mahasiswa punya skill dan keahlian berbeda-beda aku setuju sih jika syarat kelulusan ditambah (tidak hanya skripsi). Tapi kalau skripsi dihapus ini keputusan besar yg bener-bener harus dikaji utk penyesuaian.,annisazafanas_,,0,0,0,netanyaaak
Tue Oct 31 04:20:07 +0000 2023,0,@annisazafanas_ Agak bingung tapi setuju aja kalau skripsi dihapus dan diganti dengan penilaian lainnya yang diserahkan pada prodi.,annisazafanas_,,0,1,0,NurvaFeri
Mon Oct 30 16:56:22 +0000 2023,1,@ekvkul_ Problemnya bukan di skripsi sih imo ketimbang dihapus better kasih opsional untuk bisa memilih ujian akhirnya dalam bentuk apa sesuai arah si mahasiswa. Jd lebih merdeka memilih sesuai jurusannya bisa skripsi proyek penelitian dll sesuai kebijakan kampus dan kaprodi. Cont..,ekvkul_,,0,1,0,annisameliaaa_
Fri Oct 27 15:23:18 +0000 2023,0,Klo buat exo yang minimalis tapi ga macam judul skripsi juga keles coba tu tulisan d bawahnya dihapus ma tulisan coming soon di hapus .. kebayang ya betapa SG ini dibuat dengan gaya minimalis yg luar biasa dadakan dan tanpa konsep https://t.co/XFoDdONYS9,,,0,0,0,KyoongBkai
Fri Oct 27 14:15:19 +0000 2023,0,@binus_fess Skripsi dihapus.... Sebagai gantinya ntar lulus harus bikin perusahaan sendiri,binus_fess,,0,0,0,asearene
Thu Oct 26 16:00:15 +0000 2023,2,Bisa gak sih skripsi dihapus aja bener² udah gak kuat udah muak udah capek duluan.. Tolong pak mentri pendidikan pikirkan mental kita mahasiswa tua juga,,,0,0,0,WillisYokmal
Thu Oct 26 04:30:00 +0000 2023,3,Braw! tau ga skripsi yang dipake jadi syarat wajib kelulusan udah dihapus karena adanya kebijakan Merdeka Belajar? Nah bisa banget nih dateng di acara Ngobrol Pintar Topik Terkini (NGOPINI) yg diadain Baris FISIP Jumat ini braw jam 13:00 di gazebo B Fisip https://t.co/WAZFvTJ53P,,"Malang, Jawa Timur",0,0,0,ubsansfess
Wed Oct 25 09:48:59 +0000 2023,2,[opsi lain] pengumuman bagi mahasiswa musikologi telah diputuskan bahwa skripsi akan dihapus. sebagai gantinya anda disilahkan mencari bukti apakah benar salieri pembunuh mozart. (kriminologi musik),rachmaninqff,she/her ,0,1,0,rachmaninqff
Wed Oct 25 03:14:44 +0000 2023,0,@cheiquitta Bisa kak kalo mau dibuat valid. Tapi sebenernya gapapa ada yg ga valid krn yg ga valid ntar dihapus kak itemnyaa,cheiquitta,"Bandung, Jawa Barat",0,1,0,cipaachups
Tue Oct 24 13:25:47 +0000 2023,0,@kegblgnunfaedh masalahnya itu akun game juga buat dia nyari duit emang koplak banget ceweknya ibarat kayak skripsi udah cape2 ngerjain terus dihapus and bilang prank ga mungkin kalo ga ngamuk.,kegblgnunfaedh,"Inazuma, Teyvat",0,0,0,thurstonriver
Tue Oct 24 12:18:08 +0000 2023,0,Sbenernya skripsi jadi dihapus kgk si,,,0,1,0,maskerasahi
Mon Oct 23 14:04:35 +0000 2023,0,@HabisNontonFilm ngomongin soal ingatan ingatan waktu mau bimbingan skripsi itu paling pengen dihapus sih saking ga fokus karna masih pagi buru2 jalan cepet sampe ga ngeh didepan bukan pintu akhirnya nabrak kaca bening sakitnya ga seberapa sih tapi malunya euy untung ga ada orang disitu wkwk,HabisNontonFilm,62,0,0,0,from_arin
Sun Oct 22 04:07:01 +0000 2023,0,@collegemenfess tolong skripsi jangan dihapus ini bikin pada rajin bersih2 ,collegemenfess,,0,0,0,nonomaden
Sat Oct 21 13:37:11 +0000 2023,1,Giliran skripsi dibatesin max 75 hal bingung yg mau dihapus yg mana,,,0,1,0,coklatchewy
Fri Oct 20 13:42:41 +0000 2023,2,@collegemenfess Jurusan gizi : skripsi dihapus tapi harus menghilangkan stunting di Indonesia ,collegemenfess,"East Java, Indonesia",0,0,0,dikhoww
Fri Oct 06 06:15:59 +0000 2023,0,Skripsi Dihapus dan Kisah-kisah yang Tercecer https://t.co/0Be1aU82iu,,,0,0,0,Belajar101
Wed Oct 04 00:13:27 +0000 2023,0,ini sih. apalagi klo skripsi dihapus apa kabar karya ilmiah kita di luaran sana ntar ,,,0,0,0,lopmoons
Tue Oct 03 11:51:25 +0000 2023,0,Setuju skripsi dihapus atau tugas akhir jadi penelitian tingkah laku Satria podcast? tugas akhir penelitiannya neliti lagu exile smp hati teriris iris https://t.co/alm2LFwfJk,,#CeaseFireNOW,0,0,0,ruthevier
Tue Oct 03 08:31:24 +0000 2023,0,Kalo menurut kamu penting gak sih adanya PTS ini atau mending ikutan dihapus aja kayak skripsi?,SkollaOnline,Jakarta,0,0,0,SkollaOnline
Sun Oct 01 07:10:46 +0000 2023,0,@kathyarchive Ayo kita demo agar skripsi dihapus ,kathyarchive,Katsuki's rant,0,0,0,watdefakbjirr
Wed Sep 27 13:41:17 +0000 2023,1,meskipun masih maba gue bingung kalo skripsi dihapus gue lulus pake apaan..,,acel si axel,0,3,0,biteome
Mon Sep 25 13:16:10 +0000 2023,1,Gk akan semangat sebelum ada berita skripsi resmi dihapus ,,,0,0,0,antlia_aquila
Mon Sep 25 03:44:56 +0000 2023,0,akan kucantumkan jake dan hiseng tapi lebih baik skripsi dihapus,,周翊然 ♡,0,1,0,fairyous
Mon Sep 25 00:24:43 +0000 2023,1,@collegemenfess kampusku bisa. cmn aku agak agak lypa syaratnya gimana. mnurutku ya kl denger isu2 kmrn tuh skrg keknya malah akan banyak yg non skripsi krn pak nadiem waktu itu bilang skripsi dihapus (tergantung kebijakan kampus),collegemenfess,Random,0,0,0,rarajuseyook
Sun Sep 24 10:37:44 +0000 2023,1,@jdojaedo Bisa jadi judul skripsi gak sih. Eh lupa skripsi udah dihapus ya ,jdojaedo,Indonesia,0,1,0,pinkieshbunny
Sat Sep 23 11:32:36 +0000 2023,17,Memasuki pekan pertama semester 5 jadi agak hethic yah dengan deadline tugas rencana² tugas yang kedepannya akan diberikan kemudian mikir judul skripsi yang entah akan dihapus atau tetap ada wkwkwk. Jadi mohon maaf semuanya kalau jarang tweet tapi tetep rutin like tweet https://t.co/VPVlH7CMvR,,Take the time to read a book.,0,4,2,rizkysptra_id
Sat Sep 23 10:58:36 +0000 2023,0,bestay bestay tongkrongan ngobrolin skripsi dihapus trus ngetawain hee https://t.co/8ovDIrqoYX,,anomali ngumpet kolong kasur,0,0,0,mrs2psh
Fri Sep 22 09:50:03 +0000 2023,0, guys emang bener skripsi mau dihapus?,,Indonesia,0,4,0,tanyakanrl
Fri Sep 22 09:47:09 +0000 2023,2,#Skripsi dihapus transformasi di dunia akademik! ‍#OpenDataJabar #LebihDariData https://t.co/DiGc0GM3KN,,"Bandung, Jawa Barat",0,0,0,jabardigital
Fri Sep 22 09:43:34 +0000 2023,0,Baru download bumble udh dihapus lg dahlah paling bener nolep sm skripsi lg aja,,,0,0,0,idkmaybeuknow
Fri Sep 22 07:10:02 +0000 2023,0,@collegemenfess pantes koar2 minta skripsi dihapus bukan krna sulit tp emang dasarnya makhluk2 males mikir males gerak males berupaya,collegemenfess,,0,0,0,noturunclee
Wed Sep 20 11:37:40 +0000 2023,0,@afrohoktaviani @tanyakanrl Jangan dihapus biarin aja,,"Yogyakarta, Indonesia",0,0,0,hokytoefl
Tue Sep 19 23:55:24 +0000 2023,0,@kompascom terlanjur malas mikir kelamaan dijajah belanda bahkan UN sbg standarisasi pengetahuan dihapus dg berbagai alasan. skripsi pun dihilangkan. karena targetnya dunia kerja yg artinya hanya melaksanakan perintah bukan inovasi.,kompascom,Jakarta Capital Region,0,0,0,mstugu
Tue Sep 19 07:39:44 +0000 2023,0,Riwayat Joki Daftar Pustaka+Sitasi Menggunakan Mendeley Sekaligus Daftar Isi Daftar Tabel Daftar Gambar (untuk skripsi) *file dijamin kerahasiaannya karena akan dihapus setelah pengiriman dan konfirmasi tdk ada revisian. https://t.co/1Pbdqy3SvB,izzcapt,,0,0,0,izzcapt
Mon Sep 18 15:30:55 +0000 2023,2,@aprilboyhwa Skripsi ga dihapus kok lebih ke optional pas aku baca kmrn itu cmiiw Jadi lek mentok ga ada yang di ACC Yah jalan terkahir skripsi,aprilboyhwa,choi san number one,0,1,0,toufuyum
Mon Sep 18 14:52:41 +0000 2023,2,Beneran penasaran klo skripsi dihapus bakal diganti apa? Kerja project kaya diluar negeri gt?,,free free palestine ,0,3,0,aprilboyhwa
Mon Sep 18 13:25:37 +0000 2023,1,@tanyakanrl Tanpa kardus mah bisa² ajah nder. Udah jual ajah ke mahasiswa2 gitu. Ada deh yang butuh dan mau bayarin. Data skripsinya saranku sih kamu copy kemana dulu terus kamu bilang ajah udah dihapus. Nanti pas sepupumu lagi ngerjain skripsi dan udah mau sidang,tanyakanrl,unknown,0,1,0,momogimogimogi
Mon Sep 18 10:54:14 +0000 2023,3,@Sociolanes Mentingin skripsi dan ngejauhin pacar yg toxic. Gara2 si pacar skripsi jadi gak smangat. Akhirnya molor smpai semester 9 sedihnya adalah wktu itu CPNS guru otw dihapus ,Sociolanes,,0,0,0,icalPBSI15
Sun Sep 17 20:09:08 +0000 2023,0,@undipmenfess ditunda aja nder sampe skripsi dihapus beneran,undipmenfess,Semarang,0,0,0,permahasiswaan
Sun Sep 17 04:58:31 +0000 2023,1,Gapapa deh skripsi ga dihapus tapi sidang sama revisinya aja yg dihapus ,,,0,1,0,shiraumi_
Sun Sep 17 04:50:54 +0000 2023,0,Bin km tau gak skripsi mau dihapus tapi gantinya penelitian sesuai sama jurusan masing-masing yang padahal mah SAMA AJA,,,0,1,0,igosimasye
Sat Sep 16 13:09:21 +0000 2023,53, Skripsi mau dihapus. Skripsi gk perlu dihapus karena itu tanda mahasiswa menguasai gk sih apa yang dipelajari selama ini (terlepas dari joki skripsi). Sebenarnya yang harus dilakukan adalah membina para dosen jangan sok sibuk sengaja jadi killer mempersulit dst.,,,1,0,17,lifewith_sunnah
Sat Sep 16 11:23:15 +0000 2023,0,@tanyakanrl Kalo skripsi nya dihapus menurutku gak ngaruh sih kalo sepupu mu punya file skripsi di hp nya,tanyakanrl,,0,0,0,ndutt_mbak
Sat Sep 16 04:12:23 +0000 2023,0,Setuju skripsi dihapus atau tugas akhir jadi penelitian tingkah laku Satria podcast? Mending skripsi aja. https://t.co/ec5KLyY5l8,,Beatrice M. J,0,1,0,diorache
Sat Sep 16 03:01:01 +0000 2023,0,Skripsi dihapus itu mentri pendidikan emang berapa banyak nerima dosen yang praktisi yang memang paham temtang bidangnya secara praktik tidak hanya teori ? Emang sudah memberikan berapa banyak pelatihan dosen sertifikasi ? Cuma nanya ga nuntut kok ,,dalam do'a ibu bapak ku,0,0,0,dindinsajida
Sat Sep 16 02:59:50 +0000 2023,1,@tanyarlfes Semua sibuk mengatur tentang ujian mereka lupa tentang seperti apa proses pembelajaran UN dihapus skripsi dihapus sekarang pilihan ganda dalam Soal pun mau dihapus tapi lupa soal sekolah mana yang lab bahasanya ga lengkap fasilitas olahraganya gimana lab kimia biologi ?,tanyarlfes,dalam do'a ibu bapak ku,1,0,0,dindinsajida
Fri Sep 15 19:43:29 +0000 2023,1,@MinmonPS7 Jangan sampe Indonesia menurunkan standar ideal ketika UNBK dan skripsi mau dihapus jangan sampai pilih presiden juga tanpa uji materi dan asah otak,MinmonPS7,"Jawa Barat, Indonesia",0,0,0,aoeliaRF
Fri Sep 15 16:22:18 +0000 2023,1,@ciiikal @dickdutz @tanyakanrl Lah? Skripsi dihapus mah masih bisa ngerjain ulang Memori masa lalu dihapus emang bisa dibalikin lagi?,ciiikal,,0,0,0,pororopoby
Fri Sep 15 14:46:16 +0000 2023,8800,@tanyakanrl Bisa dihapus skripsinya. Tapi simpan backupnya. Basically trying to be a better person than your cousin. Beri efek jera dengan kasih tunjuk kalo skripsinya dihapus. Kalo dia bisa negbalikin HPnya baru nanti skripsinya dibalikin. Karena kayaknya kalo kehilangan skripsi itu,tanyakanrl,"Jakarta Selatan, DKI Jakarta",20,42,298,dickdutz
Thu Sep 14 12:29:53 +0000 2023,0,@mildloiner skripsi dihapus tp anak kesmas disuruh cari metode penyuluhan untuk mengatasi penyebaran penyakit backburnerngitis di masyarakat,bonboloni,"ㅤ
ㅤ
tis account was made with love. but don't fall too deep, early warning that she wither easily.

©All right served, 𝐂𝐀𝐑𝐀𝐍𝐀𝐌𝐄𝐋.
ㅤ
ㅤ",0,1,0,bonboloni
Thu Sep 14 04:15:47 +0000 2023,0,bodoamat skripsi mau dihapus juga,,,0,2,0,xugga_
Wed Sep 13 21:06:42 +0000 2023,2,eh tapi katanya skripsi mau dihapus boleh deh...?,xhangmin,fan-account.,0,0,0,xhangmin
Wed Sep 13 11:46:32 +0000 2023,1,@tanyakanrl gue kalo jd dia mati lgsg anj file skripsi dihapus ,tanyakanrl,,0,0,0,amartaspunk
Wed Sep 13 09:32:58 +0000 2023,0,@tanyakanrl Ditunggu kelanjutan ceritanya jadi dihapus file skripsi lalu dijual laptopnya atau hp nya balik lagi?,tanyakanrl,,0,0,0,Me_asbear
Wed Sep 13 07:03:49 +0000 2023,1,Jadi skripsi itu tuh bukannya dihapus temen². Melainkan bentuk tugas akhir yang menjadi syarat kelulusan tidak harus skripsi. Jadi nanti yang diubah itu bentuknya yg bisa beragam dan itu diserahkan pada masing² kampus dan prodinya. Jadi jgn salah paham ya gaiss ,TIKPNJ,Gedung AA PNJ,0,1,0,TIKPNJ
Wed Sep 13 07:03:48 +0000 2023,3,[ WEEKLY NEWS ] Hai Teman TIK! Udah denger kabar terbaru belum nih tentang skripsi? Bener ga sih kalo skripsi itu bakal dihapus? Hmmm dari pada penasaran yuk cek faktanya di thread ini! A THREAD,,Gedung AA PNJ,0,1,0,TIKPNJ
Tue Sep 12 15:05:38 +0000 2023,0,@hiitsme_err Itu kita belum lulus yaa? Gak akan deh masalahnya kampus yang biasanya ada skripsi aja mau dihapus jadi gak ada skripsi.,hiitsme_err,"she, 22.",0,1,0,iwannabesucces
Tue Sep 12 14:36:48 +0000 2023,0,@JUWIxZOM Kan skripsi dihapus clem,juwiidal,^._.^ฅRAYAAAAA.,0,1,0,sungchandal
Tue Sep 12 14:03:15 +0000 2023,1,@tanyakanrl ambil alih aja laptop nya terus dihapus file skripsi nya,tanyakanrl,"DKI Jakarta, Indonesia",0,0,0,naezeerra
Tue Sep 12 12:33:04 +0000 2023,1,@tanyakanrl Wah laptopnya dijual aja nder tp sblm itu file skripsiannya dihapus semua trus pasti drive atau emailnya masih nyimpen semua data skripsi hapus juga tuh...,tanyakanrl,Indonesia,0,0,0,adindap_din
Tue Sep 12 11:28:06 +0000 2023,1,@tanyakanrl siap siap muncul menfess org tersakiti krn file skripsi dihapus sodara. kalo beneran ada fix berarti sodaramu lagi playvict,tanyakanrl,,0,0,0,baekhywune
Tue Sep 12 08:01:06 +0000 2023,0,Gue paham perasaan sendernya bukan masalah merk hp atau apa itu masalah perjuangan beli hp nya pake duit sendiri gaji pertama pula. Jangan lupa file skripsi nya dihapus nder habis itu dijual awokwok,,"East Java, Indonesia",0,0,0,kakakgopal
Mon Sep 11 22:38:16 +0000 2023,2,@manyflaw bukane skripsi dihapus. ,langitfavor,"Surakarta, Jawa Tengah",0,1,0,sitopeq
Mon Sep 11 16:19:36 +0000 2023,1,Ini sendernya coba balik lagi pas lo udah di semester 8 apa masih bilang DOANG soal skripsi Eh tapi skripsi jadi dihapus gak si? Kalo jadi mah yaudah deh karepe anjirt,,,0,0,0,teumenori
Mon Sep 11 15:40:52 +0000 2023,0,@skydrieds Katanya kan skripsi mau dihapus ya? Anak HI gantinya disuruh bikin korsel ama korut damai gws.,skydrieds,whatsapp ➡️,0,1,0,moirce
Mon Sep 11 13:41:19 +0000 2023,1,@scanofreality Skripsi dihapus populasi Jakarta yang bikin stasiun krl membludak tiap jam pulang kantor,_scanofreality_,"Jakarta Selatan, DKI Jakarta",0,0,0,projekrr
Mon Sep 11 13:30:21 +0000 2023,1,@tele_kawe Kamu pasti bisa! Namun kalau tdk ya nunggu dulu bentar lg. Kan katanya skripsi mau dihapus tuh ,tele_kawe,,0,0,0,PradiptaPP
Mon Sep 11 11:19:05 +0000 2023,0,soon.... terima kasih song mingi dan jeong yunho.... lebih bagus kalo skripsi dihapus sih,,,0,0,0,youdiditem
Mon Sep 11 04:54:06 +0000 2023,0,Kewajiban Skripsi Dihapus Bagaimana Tanggapan Pakar dan Mahasiswa? https://t.co/hzeTgas5he,,Indonesia ,0,0,0,HeyLawID
Mon Sep 11 03:51:51 +0000 2023,0,@kiddsioo tauny skripsi dihapus,kiddsioo,DNF without context pls guys,0,1,0,kyokoloml
Mon Sep 11 02:27:01 +0000 2023,0,Skripsi mau dihapus ditengah gencarnya deklarasu pentingny literasi dalam kehidupan sehari-hari Sedih banget orang (zaman sekarang) yang sekolah aja belum semua bisa menggunakan titik koma dan huruf yang benar eh malah skripsi mau dihilangkan Typing semakin hancur dong,,,0,0,0,gus_ariya
Sun Sep 10 21:13:49 +0000 2023,0,@dosenkesmas @collegemenfess oookay kak jadi masa dewasa awal dihapus aja yak?,dosenkesmas,,0,1,0,goodluckforpsy
Sun Sep 10 16:18:24 +0000 2023,0,caminskripsi kalo masih coolyeah sekarang pasti seneng soalnya skripsi dihapus tapi kan tergantung kebijakan kampus https://t.co/C67RDfM7rJ,,tbzxh ྀི MINOR DNI !!,0,0,0,BBBNYIM
Sun Sep 10 15:19:59 +0000 2023,0,OH ternyata selama gua ke masa lalu KEWAJIBAN BIKIN SKRIPSI SUDAH DIHAPUS OLEH PEMERINTAH! HAHAHAHA *evil laugh*,mikkelzr,Hedeon ,0,1,0,mikkelzr
Sun Sep 10 14:36:14 +0000 2023,0,@tzuubae semangat taun depan skripsi dihapus,tzuubae,"Trenggalek, Indonesia",0,0,0,wzonetrenggaIek
Sun Sep 10 10:37:22 +0000 2023,0,@ryujiacle anak psikologi klo skripsi dihapus penggantinya disuruh baca pikiran dospem sm dospen,ryujiacle,logout.,0,1,0,somsovie
Sun Sep 10 08:14:32 +0000 2023,0,Sebenernya skripsi gausah dihapus menurut gua yang perlu dihapus dosennya ajadah.,,,0,0,0,kjris
Sat Sep 09 06:33:44 +0000 2023,0,@jeonlxyz @collegemenfess dari dulu ngomongnya mau dihapus skripsi mulu,jeonlxyz,,0,1,0,yqngsin
Sat Sep 09 04:31:44 +0000 2023,1,bisa ga sih skripsi dihapus aja,,,0,3,0,wh0spino
Sat Sep 09 02:22:02 +0000 2023,0,@nonuunggie Sebenernya peraturan nya terlalu mendadak pelaksanaan nya... Skripsi dihapus pun pasti ada pengganti yg sama susahnya karna gak mungkin kita kuliah 3 5 - 4thn ga ada ujiannya ,nonuunggie,caratland 🎮,0,1,0,red_wonwoo
Sat Sep 09 00:45:16 +0000 2023,0,Akademisi Majalengka: Sepakat Skripsi Dihapus Tapi Belum Waktunya https://t.co/2q1QqzhEeJ,,Jabar,0,0,0,Jabar24Jam
Sat Sep 09 00:43:05 +0000 2023,0,Akademisi Majalengka: Sepakat Skripsi Dihapus Tapi Belum Waktunya https://t.co/9wYruwJbyT,,"Subang, Jawa Barat",0,0,0,zonasubang
Sat Sep 09 00:41:40 +0000 2023,0,Akademisi Majalengka: Sepakat Skripsi Dihapus Tapi Belum Waktunya https://t.co/tEkG3sWdTY,,Jawa Barat,0,0,0,TINTAHIJAUcom
Fri Sep 08 14:24:36 +0000 2023,1,@ilyneyy Katanya skripsi dihapus hoax dikampusku :(,ilyneyy,,0,0,0,AuxtineAxe
Fri Sep 08 08:58:13 +0000 2023,0,Aku lulus kuliah 12 thn yg lalu. Awal masuk kuliah kaget liat kating heboh nyediain snack minuman bhkn nasi kotak pas mau sempro &amp; sidang skripsi. Alhamdulillahnya begitu kami mau tamat peraturan kykgt dihapus. Yg sidang gak boleh bawa apapun bhkn aqua pun kampus yg nyediain.,,"Medan, Indonesia",0,0,0,mysceneryy
Thu Sep 07 20:14:21 +0000 2023,1,warwerwor ketika mau lulus (college's ver) : skripsi dihapus+lockdown 2.0 ,,,0,0,0,crmlmchiattoo
Thu Sep 07 14:35:38 +0000 2023,0,SMA 2019 Kuliah 2020 skripsi tidak dihapus tp tidak diwajibkan jadi masih tetep kok aku skripsian‍️,,"Kota Malang, Jawa Timur",0,0,0,reedveelveet_
Thu Sep 07 14:19:57 +0000 2023,0,@collegemenfess jurusan sejarah: skripsi dihapus tp ganti nya bikin candi deadline 1 minggu,collegemenfess,grand line,0,0,0,shapnks
Thu Sep 07 09:23:23 +0000 2023,0,@collegemenfess @satriobudhi_ skripsi dihapus tapi lu harus mastiin absennya heksa 100% gapake tipsen,collegemenfess,,0,1,0,LivinCyborg
Thu Sep 07 07:45:16 +0000 2023,0,@collegemenfess oseanografi : skripsi dihapus diganti nguras tumpahan minyak di seluruh dunia sambil ngitungin proses degenerasi klororifl a yang terdampak.,collegemenfess,,0,0,0,dklnqh
Thu Sep 07 07:19:43 +0000 2023,0,@discountfess Gak kebayang rumor kalau Skripsi dihapus terus nanti syaratnya diganti sama Game Cocoki otw jadi mahasiswa abadi kek nya aku ,discountfess,,0,0,0,kookieembul
Thu Sep 07 04:35:58 +0000 2023,18,@collegemenfess Jurusan Ked Hewan : skripsi dihapus....gantinya kalian harus bisa menemukan cara transplantasi cula badak sehingga tdk lg bercula satu,collegemenfess,,0,0,0,Ielaki_moe
Thu Sep 07 02:44:00 +0000 2023,1,Kalo skripsi jadi dihapus eh ternyata gantinya test lisan hyaaa,,Jawa Barat,0,1,0,inicucubatman
Wed Sep 06 17:38:08 +0000 2023,0,skripsi dihapus gantinya disuruh buat pesawat,,DNF,0,0,0,doobydobapp
Wed Sep 06 14:59:23 +0000 2023,0,Skripsi Dihapus Ketua DPR: Ini Bentuk Merdeka Belajar https://t.co/BxCAtv2IGb,,Jakarta Capital Region,0,0,0,boim00760564
Wed Sep 06 11:53:01 +0000 2023,1,@stauber_43 ada beberapa kampus yang menyetujui skripsi dihapus ada jg engga yaa kak tergantung kebijakan dari kampusnya dan untuk kampus yh skripsinya dihapus nanti tetep diganti dengan tugas lain,otterlycoins,,0,0,0,ciggggarrrr
Wed Sep 06 10:59:09 +0000 2023,0,@MenfessUnej tenang skripsi mau dihapus diganti opsi lain,MenfessUnej,"Jawa Timur, Indonesia",0,0,0,tyonugrh_
Sun Sep 03 13:04:43 +0000 2023,1,@azkinaa Bukannya skripsi dihapus ki? ,azkinaa,,0,0,0,mileyswafa
Sun Sep 03 06:50:05 +0000 2023,1,@um_fess Kemaren gue ngobrol sm kaprodi perihal ini blio bilang buat prodi gue mah skripsi dihapus apa engga tuh sama aja bebannya ga berkurang. Gaada jaminan kalau project bakalan lebih gampang dr skripsi baiknya menyesuaikan sm kemampuan individu lagi aja,um_fess,Kamar,0,0,0,haiiayam
Sun Sep 03 06:42:38 +0000 2023,1,@um_fess pdhl tinggal ngikutin aja kalo jurusan minta skripsi ya skripsi artikel ya artikel meskipun dihapus pasti digantikan dg tugas yg bobot nya sama nikmatin aja toh pasti semua yg km lakukan ada manfaatnya buat km sendiri,um_fess,Malang,0,1,0,eskrimstobeli
Sun Sep 03 05:07:59 +0000 2023,0,Skripsi Bakal Dihapus Ini Tanggapan Rektor Unair @Unair_Official https://t.co/VunSXjzXCE #unair #rektorunair #skripsi #beritapendidikan #surabaya #beritasurabaya #kabarterdepan,,"Mojokerto, Jawa Timur",0,0,0,kabarterdepanID
Sun Sep 03 01:03:31 +0000 2023,5,Kemendikbudristek menekankan skripsi tidak dihapus melainkan tidak menjadi jalan satu-satunya untuk lulus kuliah. Lalu seperti apakah? https://t.co/NSeyj7GVsF,,Jakarta,2,2,0,liputan6dotcom
Sun Sep 03 00:32:03 +0000 2023,0,@collegemenfess Kalo dipikir dg pemikiran dangkal skripsi anak kes keknya sabi dihapus soalnya ujian lain tu lebih ngefek ke keterampilannya kita. Tapi di satu sisi mikir skripsi bikin wawasan dan cara menganalisis kita berkembang dari segi teori. Jadi dahlah jalanin sambil ngeluh dikit,collegemenfess,,0,0,0,onthemilkywayyy
Sat Sep 02 22:55:06 +0000 2023,1,Humaniora sepekan Skripsi tidak dihapus hingga wacana haji satu kali https://t.co/3eXawfJyL3,,NKRI,0,0,0,antaranews
Sat Sep 02 17:16:02 +0000 2023,2,@yangmi3prnew Menurut saya Skripsi itu adalah wajib bagi setiap calon sarjana dlm mlakukan riset dlm mengimplemntasikn ilmu yg dipelajarinya...nah dlm ujian skripsi itulah kompetensi di mahasiswa/wi diuji dan dibuktikan ia kompeten atau tidak Saya krg stuju bila KEWAJIBAN skripsi dihapus...,yangmi3prnew,"Irkutsk, Russia",0,0,0,Muliadi75
Sat Sep 02 16:24:08 +0000 2023,1,Bacaan bagus tentang yg lagi hangat sekarang; skripsi dihapus? Sila disimak.,,Heaven,0,0,0,aquaganksta
Sat Sep 02 16:03:02 +0000 2023,1,sooca dihapus bisa gasi? jujur terbebani dikit sama sooca belum lg nnt disuru mikir skripsi allahuakbar,,unlabeled,0,0,0,dexinistra
